edad;sexo;actividad;descripcion_de_actividad;barrio;comuna;fecha;monto
59;hombre;comercio;el rincon del bollo;lopez de mesa;;11/3/2019;2000000
56;hombre;comercio;ventas diversas;veinte de julio;13;25/9/2018;4000000
55;hombre;comercio;venta de comidas preparadas;belen;16;25/5/2017;6000000
56;hombre;comercio;ventas diversas;san javier  las peñitas;13;14/8/2018;2000000
57;hombre;servicios;belleza y estetica;girardot;5;12/7/2018;4000000
47;hombre;comercio;comercio;andalucia;2;11/5/2016;6890000
49;hombre;comercio;tiendas - venta de alimentos;andalucia;2;7/9/2018;7000000
60;mujer;comercio;comercio;las palmas;10;23/8/2016;5000000
62;mujer;produccion;confecciones;las palmas;10;22/8/2018;7800000
35;mujer;comercio;comercio;enciso;8;15/7/2016;6890000
34;mujer;produccion;confecciones;aranjuez;4;13/1/2017;1000000
34;mujer;produccion;confecciones;aranjuez;4;24/8/2017;3000000
60;mujer;comercio;venta de comidas preparadas;alfonso lopez;5;19/2/2018;5000000
62;mujer;produccion;confecciones;belen las mercedes;16;19/4/2017;3000000
65;#N/A;produccion;elaboracion y venta morcilla;manrique fuadalupe;3;24/7/2017;5000000
66;mujer;comercio;venta de comidas preparadas;manrique guadalupe;1;16/7/2018;7800000
64;mujer;produccion;confecciones;vereda pajarito;60;8/8/2017;6000000
58;mujer;comercio;comercio;calasanz;12;16/8/2016;6890000
59;mujer;produccion;confecciones;girardot;5;19/12/2017;7000000
63;mujer;comercio;venta de comidas preparadas;enciso;8;22/11/2017;5000000
60;mujer;servicios;servicios;la capilla;80;13/12/2016;4000000
60;mujer;comercio;venta de comidas preparadas;san sebastian de palmitas parte central;50;9/8/2018;3000000
64;mujer;comercio;venta de alimentos;vereda la suiza;50;21/6/2017;4000000
30;mujer;comercio;venta de alimentos;manrique oriental;3;11/7/2017;7000000
54;mujer;produccion;agricultura - ganaderia;aldea parte alta;50;19/7/2018;4000000
32;mujer;comercio;ventas diversas;robledo santa maria;7;21/3/2018;5000000
32;mujer;comercio;comercio;campo valdes;4;17/6/2016;5000000
60;mujer;comercio;ventas diversas;buenos aires;9;23/6/2017;5300000
49;mujer;comercio;ventas diversas;caicedo;9;19/7/2017;6000000
62;mujer;produccion;cultivos;san cristobal;60;20/11/2017;8000000
60;mujer;produccion;produccion;andalucia;2;18/8/2016;4500000
61;#N/A;produccion;taller de confecciones linea propia;andalucia;2;12/7/2017;5000000
62;mujer;produccion;confecciones;andalucia;2;10/1/2019;4000000
60;mujer;produccion;produccion;san cristobal;60;22/1/2016;3500000
62;mujer;produccion;porcicultura y/o avicultura;san cristobal;60;24/11/2017;4000000
59;mujer;servicios;servicios;doce  de octubre;6;29/10/2016;2000000
61;mujer;servicios;entretenimiento;doce  de octubre;6;12/6/2018;2500000
59;mujer;comercio;ventas diversas;centro;10;13/1/2018;7377000
63;mujer;produccion;fabricacion de calzado;el salvador;9;18/12/2017;1500000
62;mujer;comercio;ventas diversas;lopez de mesa;7;22/8/2017;1000000
59;mujer;produccion;fabricación cosmeticos;castilla;5;31/1/2017;7000000
62;mujer;comercio;venta de alimentos;la pradera;13;21/4/2017;6000000
60;mujer;comercio;ventas diversas;castilla;5;23/8/2017;7000000
63;mujer;comercio;tiendas - venta de alimentos;granizal;1;16/1/2018;5000000
59;mujer;comercio;ventas diversas;rodeo alto;15;22/5/2017;5000000
61;mujer;comercio;ventas diversas;pueblito paisa;14;22/8/2017;1500000
62;mujer;comercio;ventas diversas;pueblito paisa;16;10/8/2018;3000000
61;mujer;servicios;mantenimiento;loma de los bernal;16;17/5/2017;5000000
65;mujer;comercio;ventas de alimentos;santander;6;26/12/2018;7800000
60;mujer;comercio;comercio;robledo;7;11/10/2016;3000000
62;mujer;servicios;belleza y estetica;robledo;7;28/8/2018;4500000
51;mujer;comercio;ventas diversas;san antonio de prado;80;19/4/2017;7377170
53;mujer;comercio;comercio;santa rita - san antonio de prado;80;11/10/2016;4000000
59;mujer;servicios;servicios;san cristobal;60;20/5/2016;6000000
63;mujer;produccion;confecciones;la loma;60;6/6/2017;6000000
39;mujer;produccion;confecciones;andalucia;2;11/7/2017;3000000
;mujer;produccion;porcicultura y/o avicultura;san cristobal;60;16/3/2017;2000000
54;mujer;comercio;ventas diversas;san cristobal;60;22/6/2017;7000000
51;mujer;comercio;ventas diversas;juan xxiii;13;11/7/2017;1000000
56;mujer;comercio;venta de carnes, cerveza y productos de la canasta familiar;san cristobal pedregal alto;;5/4/2019;8000000
39;mujer;comercio;comercio;parque norte;10;21/9/2016;4000000
59;mujer;comercio;ventas diversas;san cristobal;60;25/1/2018;2500000
23;mujer;comercio;ventas diversas;centro de medellin;10;21/9/2017;2000000
55;mujer;comercio;venta de comidas preparadas;la salle;3;15/3/2018;3000000
44;mujer;comercio;ventas diversas;la loma;60;22/8/2018;5000000
41;mujer;comercio;comercio;boyaca las brisas;5;25/11/2016;6890000
60;mujer;produccion;confecciones;san javier;13;23/4/2018;3500000
43;mujer;comercio;ventas diversas;doce de octubre;6;14/11/2018;5000000
41;mujer;comercio;comercio;nuevos conquistadores;13;9/11/2016;6800000
43;mujer;comercio;tiendas - venta de alimentos;nuevos conquistadores;13;17/7/2018;7000000
70;mujer;comercio;ventas diversas;moravio;4;6/9/2017;1000000
42;mujer;comercio;venta de comidas preparadas;las flores;60;23/10/2018;2000000
46;#N/A;produccion;confecciónes linea propia;pablo vi;2;6/6/2017;6000000
34;#N/A;servicios;creacion de confecciones a terceros;marnique oriental;3;19/7/2017;6000000
49;mujer;comercio;venta de comidas preparadas;playon;1;13/10/2017;5000000
23;mujer;comercio;venta de alimentos;santa cruz;2;21/9/2017;7000000
64;mujer;produccion;manualidades;robledo keneddy;6;23/11/2018;2000000
55;mujer;comercio;comercio;la milagrosa;9;22/1/2016;3000000
57;mujer;comercio;ventas diversas;la milagrosa;9;16/1/2018;4000000
41;mujer;comercio;venta de comidas preparadas;castilla;5;18/12/2017;4000000
41;mujer;comercio;venta de alimentos;robledo altamira;7;23/1/2017;1500000
42;mujer;comercio;venta de alimentos;altamira;7;19/12/2017;5000000
58;mujer;comercio;comercio;granizal nuevo horizonte;1;14/4/2016;6000000
49;hombre;servicios;belleza y estetica;belen las playas;16;18/12/2017;4000000
52;mujer;comercio;venta de alimentos;robledales;7;23/6/2017;6160000
62;mujer;comercio;venta de alimentos;lopez de mesa;7;19/7/2017;1500000
53;mujer;produccion;confecciones;robledo miramar;7;22/8/2017;3000000
47;mujer;produccion;confecciones;robledo las margaritas;7;18/4/2017;4000000
49;mujer;produccion;confecciones;robledo las margaritas;7;21/9/2018;5000000
;mujer;comercio;venta de comidas preparadas;robledo la huerta;7;27/3/2017;3000000
63;mujer;comercio;ventas diversas;centro;10;15/11/2018;8450000
61;mujer;comercio;ventas diversas;la milagrosa;9;9/11/2018;2000000
60;mujer;servicios;servicios;buenos aires;9;11/5/2016;4000000
59;mujer;produccion;produccion;;;12/7/2016;3000000
39;mujer;comercio;comercio;robledo pajarito;7;22/8/2016;6890000
41;mujer;comercio;ventas diversas;robledo pajarito;7;21/11/2017;7300000
42;mujer;comercio;ventas diversas;robledo pajarito;7;10/1/2019;7800000
40;mujer;servicios;servicios;francisco antonio zea;5;14/3/2016;2000000
40;mujer;servicios;servicios;francisco antonio zea;5;11/10/2016;5000000
41;mujer;produccion;confecciones;san pablo;1;26/2/2018;6000000
41;mujer;comercio;venta de alimentos;boyaca las brisas;5;21/6/2017;6000000
36;mujer;comercio;venta de alimentos;manrique oriental;3;19/7/2017;3000000
;mujer;comercio;estampacion;santa fe;15;13/3/2017;4000000
41;mujer;comercio;estampación;santa fe;15;15/8/2018;7800000
40;mujer;produccion;produccion;pablo v i;2;21/11/2016;6890000
41;mujer;comercio;ventas diversas;santa cruz;2;14/12/2017;6500000
42;mujer;comercio;venta de comidas preparadas;santander;6;26/10/2018;5500000
41;mujer;comercio;comercio;playon;2;19/10/2016;6890000
43;mujer;comercio;ventas diversas;playon;2;21/9/2018;7800000
42;mujer;comercio;comercio;belencito;13;14/4/2016;3000000
42;mujer;servicios;belleza y estetica;campo valdes;4;15/1/2019;2000000
;mujer;comercio;ventas diversas;pedregal;6;17/3/2017;7377170
61;mujer;produccion;confecciones;santo domingo;1;24/8/2018;800000
41;mujer;comercio;belleza y estetica;santo domingo # 2;1;26/12/2018;2300000
;mujer;comercio;ventas diversas;limonar etapa 4 / san antonio de prado;80;14/3/2017;6000000
39;mujer;comercio;ventas diversas;playon;2;9/10/2018;5000000
35;mujer;comercio;venta de alimentos;nuevo occidente;90;23/2/2017;4000000
36;mujer;comercio;ventas diversas;sanblas;4;27/2/2017;6000000
33;mujer;comercio;venta de alimentos;carpinelo;1;17/5/2017;7000000
32;mujer;comercio;comercio;robledo;7;15/4/2016;1500000
56;mujer;produccion;confecciones;enciso;8;18/8/2017;7370000
63;mujer;comercio;comercio;santo domingo;1;14/5/2016;6890000
63;mujer;comercio;tiendas - venta de alimentos;manrique la salle;4;14/3/2018;7000000
55;mujer;produccion;confecciones;popular 1;1;19/12/2017;7000000
58;mujer;comercio;ventas diversas;13 de noviembre;8;13/10/2017;5000000
59;mujer;comercio;tienda abarrotes;13 de noviembre;;21/3/2019;6000000
30;mujer;comercio;ventas diversas;robledo la campiña;7;21/9/2017;4000000
35;mujer;comercio;ventas diversas;centro;10;15/5/2018;7000000
63;mujer;servicios;servicios;lopez de mesa;7;28/9/2016;1500000
65;mujer;produccion;confecciones;lopez de mesa;7;15/8/2018;1700000
69;mujer;produccion;confecciones;20 de julio;13;22/2/2018;6000000
58;mujer;comercio;ventas diversas;santa rita-prado;80;22/9/2017;3000000
48;mujer;comercio;ventas diversas;san antonio de prado;80;19/2/2018;1000000
59;mujer;comercio;comercio;20 de julio;13;24/8/2016;6890000
;mujer;produccion;confecciones;el socorro;13;27/3/2017;3000000
26;mujer;comercio;ventas diversas;limonar;80;5/9/2017;7000000
32;mujer;comercio;ventas diversas;manrrique oriental;3;22/8/2017;5000000
33;mujer;comercio;ventas diversas;manrique oriental;3;15/1/2019;3000000
33;mujer;produccion;confecciones;esperanza parte baja;1;15/6/2018;2500000
35;mujer;produccion;confecciones;caicedo;9;17/5/2017;5000000
34;mujer;comercio;ventas diversas;centro;10;18/4/2017;5000000
43;mujer;comercio;venta de comidas preparadas;robledo miramar;7;8/11/2018;5000000
40;mujer;comercio;comercio;estadio;11;22/4/2016;5000000
36;mujer;comercio;comercio;san antonio de prado;80;23/11/2016;6890000
60;mujer;comercio;venta de bolsos de cuero;san antonio de prado;;8/3/2019;7000000
48;mujer;servicios;belleza y estetica;manrique oriental;3;26/1/2018;3000000
60;mujer;produccion;confecciones;popular 1;1;15/1/2018;5000000
64;mujer;comercio;ventas diversas;el progreso;6;14/12/2017;5000000
60;mujer;comercio;venta de comidas preparadas;juan 23;13;13/6/2018;5000000
56;mujer;produccion;confecciones;robledo;7;11/9/2018;4000000
49;mujer;produccion;confecciones;20 de julio;13;19/5/2017;3000000
61;mujer;comercio;comercio;belencito;13;14/6/2016;3000000
62;mujer;comercio;venta por catalogo;santander;6;13/1/2018;4500000
63;mujer;servicios;belleza y estetica;manrique oriental;3;16/5/2018;4000000
57;mujer;comercio;comercio;juan xxiii la quiebra;13;18/2/2016;3000000
59;mujer;comercio;tiendas - venta de alimentos;juan xxiii la quiebra;13;26/1/2018;3600000
60;mujer;produccion;confecciones;la milagrosa;9;20/6/2017;4000000
29;mujer;produccion;confecciones;san antonio de prado;80;19/7/2017;5000000
55;mujer;comercio;tienda de mascotas;manrique la cruz;3;11/1/2017;5000000
39;mujer;comercio;venta de alimentos;juan xxviii;13;20/4/2017;7300000
26;mujer;comercio;venta de alimentos;villa sofia;7;6/6/2017;5000000
29;mujer;comercio;venta de alimentos;golondrinas;8;22/7/2017;7000000
32;mujer;comercio;comercio;la divisa;13;11/5/2016;6000000
41;mujer;servicios;servicios;robledo villa flora;7;30/8/2016;4000000
43;mujer;servicios;belleza y estetica;robledo bello horizonte;7;16/7/2018;5000000
35;mujer;comercio;comercio;boston;10;10/11/2016;5000000
39;mujer;produccion;confecciones;robledo;7;21/9/2017;4500000
51;mujer;servicios;servicios;la independencia;13;18/5/2016;3500000
52;mujer;comercio;venta de comidas preparadas;la independencia;13;26/2/2018;5000000
50;mujer;comercio;ventas diversas;granizal;1;12/9/2018;4500000
44;mujer;servicios;servicios;cantares #2;90;23/9/2016;5000000
46;mujer;servicios;belleza y estetica;cantares #2;60;15/8/2018;6000000
54;mujer;servicios;servicios;cristobal;12;23/4/2016;4000000
62;mujer;comercio;panaderia;bello oriente;2;17/4/2018;6000000
52;mujer;comercio;ventas diversas;campo valdes;4;14/8/2018;4000000
46;mujer;comercio;comercio;robledo villa sofia;7;16/2/2016;2000000
41;mujer;comercio;chatarreria d y l.;popular # 1;;25/4/2019;3000000
69;mujer;produccion;confecciones;la soledad;10;20/11/2017;5000000
62;mujer;servicios;servicios;robledo kennedy;6;22/9/2016;6000000
65;mujer;servicios;peluqueria;robledo kennedy;;26/3/2019;6000000
55;mujer;comercio;comercio;pedregal;6;19/10/2016;4000000
54;mujer;produccion;produccion;robledo;7;12/9/2016;3000000
57;mujer;comercio;venta de comidas preparadas;calazans;13;7/12/2018;1500000
51;mujer;produccion;confecciones;caicedo santa lucia;9;9/10/2018;2500000
50;mujer;comercio;ventas diversas;tejelo;5;25/5/2018;4500000
54;mujer;comercio;ventas diversas;manrrique oriental la cruz;3;11/5/2018;4000000
54;mujer;comercio;comercio;tricentenario;5;10/11/2016;4000000
47;mujer;produccion;produccion;guayabal;15;13/7/2016;5000000
49;mujer;comercio;tiendas - venta de alimentos;trinidad;15;15/8/2018;6000000
36;mujer;comercio;venta de comidas preparadas;centro;10;19/4/2017;3000000
59;mujer;comercio;comercio;santa cruz;2;22/3/2016;3000000
61;mujer;produccion;confecciones;santa cruz;2;18/12/2017;5000000
47;mujer;produccion;produccion;manrique;4;22/8/2016;3000000
54;mujer;produccion;confecciones;belen rincon;16;20/2/2017;6000000
61;mujer;comercio;ventas diversas;robledo santa maria;7;18/8/2017;6000000
67;mujer;comercio;comercio;belen san bernardo;90;21/11/2016;3500000
69;mujer;comercio;comidas y otro;belen san bernardo;;5/4/2019;5500000
57;mujer;comercio;ventas diversas;pichincha con sucre  centro;10;24/8/2018;2500000
54;mujer;comercio;comercio;castilla;5;22/3/2016;1500000
54;mujer;comercio;comercio;castilla;5;18/10/2016;4000000
57;mujer;comercio;elaboración y venta de collares y accesorios.;francisco antonio zea;;17/4/2019;5000000
50;mujer;comercio;venta de alimentos;campo valdes;4;6/9/2017;7370000
59;mujer;comercio;venta de alimentos;belen;16;17/5/2017;2200000
52;mujer;comercio;venta de alimentos;carpinelo;1;20/6/2017;4000000
38;mujer;comercio;venta de alimentos;el bosque;4;19/7/2017;6000000
53;mujer;comercio;venta de alimentos;carpinelo;1;28/11/2018;6000000
48;#N/A;comercio;venta de fragancias y productos de cuidado personal;las playitas;5;5/9/2017;3000000
63;mujer;comercio;ventas diversas;la playita;5;12/12/2018;4500000
51;mujer;comercio;comercio;centro - maracaibo;4;13/7/2016;2000000
53;mujer;comercio;tiendas - venta de alimentos;playon;2;16/8/2018;2000000
43;mujer;comercio;venta de comidas preparadas;toscana;5;15/5/2018;2000000
56;mujer;produccion;confecciones;robledo;7;28/2/2017;5000000
57;mujer;comercio;venta de comidas preparadas;guayabal;15;22/8/2017;7377170
51;mujer;comercio;comercio;santo domingo;1;22/8/2016;4000000
52;mujer;comercio;venta de comidas preparadas;santo domingo;1;22/2/2018;7800000
50;mujer;comercio;comercio;san cristobal;60;14/3/2016;1100000
51;mujer;comercio;venta de alimentos;moravia;4;18/8/2017;7300000
51;mujer;comercio;ventas diversas;robledo;7;13/7/2018;5000000
46;mujer;servicios;belleza y estetica;san benito;10;17/5/2017;4000000
43;mujer;servicios;belleza y estetica;carpinelo;1;13/6/2018;3000000
43;mujer;servicios;belleza y estetica;aranjuez;4;26/10/2018;5450000
40;mujer;produccion;produccion;castilla;5;14/4/2016;4000000
64;mujer;comercio;comercio;la america;12;10/11/2016;4000000
65;mujer;comercio;ventas diversas;la america;12;28/8/2018;4000000
71;mujer;comercio;ventas diversas;la huerta robledo;7;9/8/2018;5000000
63;mujer;comercio;ventas diversas;aranjuez;4;15/9/2018;2000000
66;mujer;produccion;produccion;san cristobal;60;24/5/2016;6890000
50;mujer;comercio;ventas diversas;san cristobal;60;27/9/2018;4000000
60;mujer;comercio;comercio;caicedo;8;13/12/2016;4000000
61;mujer;comercio;ventas diversas;caicedo;8;27/8/2018;5000000
43;mujer;comercio;venta de mercancia;olaya herrera;;12/3/2019;8000000
37;mujer;produccion;produccion;granizal;1;28/9/2016;6000000
37;mujer;comercio;comercio;llanadas golondrinas;90;28/11/2016;5000000
57;mujer;comercio;comercio;aranjuez;4;22/3/2016;4000000
56;mujer;produccion;produccion;buenos aires;9;13/12/2016;1000000
58;mujer;produccion;confecciones;buenos aires;9;21/2/2019;1500000
55;mujer;comercio;comercio;popular 1;1;22/9/2016;5000000
56;mujer;comercio;tiendas - venta de alimentos;popular 1;1;17/7/2018;6000000
57;mujer;comercio;ventas diversas;popular 2;1;23/8/2018;4000000
56;mujer;comercio;comercio;san diego;10;11/5/2016;6890000
58;mujer;comercio;tiendas - venta de alimentos;san diego;10;12/1/2018;7370000
56;mujer;comercio;ventas por cataligos;robledo villa fernanda;;5/4/2019;2000000
46;mujer;servicios;servicios;buenos aires;9;16/2/2016;2500000
56;mujer;servicios;belleza y estetica;el bosque;4;25/2/2017;4500000
68;mujer;comercio;tiendas - venta de alimentos;buenos aires;9;17/4/2018;4000000
55;mujer;comercio;ventas diversas;versalles # 2;3;22/6/2017;7377170
35;mujer;comercio;ventas diversas;caicedo;9;19/7/2017;6000000
54;mujer;produccion;produccion;vereda la loma;60;19/7/2016;6890000
51;mujer;comercio;venta de comidas preparadas;popular # 2;1;22/2/2018;1000000
51;mujer;produccion;confecciones;moscu ii;2;27/6/2017;2500000
42;mujer;produccion;confecciones;golondrinas;8;11/7/2017;5000000
48;mujer;comercio;comercio;aranjuez;4;22/3/2016;3000000
62;mujer;comercio;comercio;sector la minorista;10;19/8/2016;6890000
58;mujer;servicios;servicios;floresta la pradera;13;26/3/2016;5000000
57;mujer;comercio;comercio;las palmas;10;11/5/2016;5000000
59;mujer;comercio;ventas diversas;las palmas;10;13/12/2017;7000000
54;mujer;comercio;ventas diversas;belen las playas;16;18/4/2017;1200000
55;mujer;comercio;ventas diversas;belen las playas;16;29/1/2018;3000000
37;mujer;produccion;fabricacion de calzado;la oculta;80;9/8/2017;6500000
61;mujer;produccion;confecciones;limonar;80;16/1/2018;2000000
56;mujer;produccion;produccion;enciso pinal;8;29/8/2016;4500000
44;mujer;comercio;comercio;carambolas;3;19/10/2016;5000000
44;mujer;servicios;servicios;popular#2;1;12/10/2016;2500000
45;mujer;comercio;ventas diversas;popular#2;1;15/8/2018;3000000
44;#N/A;comercio;fabrica y comecializacion de mazamorra;villas de santafe;7;11/1/2017;3000000
42;mujer;comercio;ventas diversas;manrique santa ines;4;14/12/2017;4000000
39;mujer;servicios;servicios;la america;12;11/10/2016;6890000
44;mujer;comercio;venta de comidas preparadas;santo domingo;1;9/8/2018;1150000
34;mujer;comercio;ventas diversas;olaya herrera;7;13/2/2017;3000000
32;mujer;comercio;ventas diversas;centro;10;11/1/2017;6890000
34;mujer;produccion;confecciones;centro;10;23/11/2018;1.50E+07
60;mujer;produccion;confecciones;picacho;6;19/5/2017;7000000
60;mujer;comercio;venta de comidas preparadas;caicedo;9;20/11/2017;1500000
42;mujer;comercio;comercio;santa cruz;2;16/8/2016;4000000
62;mujer;comercio;venta de comidas preparadas;robledo curazao;7;28/11/2018;5000000
39;mujer;produccion;confecciones;san cristobal;60;18/1/2017;6000000
56;mujer;comercio;venta por catalogo;jesus nazareno  (centro);10;8/8/2017;4000000
54;mujer;comercio;venta de comidas preparadas;aranjuez;4;15/1/2018;6000000
55;mujer;comercio;comercio;santa cecilia;1;14/3/2016;3000000
57;mujer;comercio;ventas diversas;santa cecilia;1;21/2/2018;4000000
53;mujer;servicios;servicios;la sierra;9;16/2/2016;2500000
54;mujer;comercio;ventas diversas;la sierra;9;20/4/2017;3500000
48;mujer;comercio;comercio;plaza minorista;10;11/5/2016;6000000
44;mujer;produccion;produccion;aragon;80;22/1/2016;2500000
46;mujer;produccion;confecciones;arango-san antonio de prado;80;16/1/2018;3000000
54;mujer;produccion;produccion;20 de julio;13;14/3/2016;6800000
39;mujer;comercio;ventas diversas;robledo santaria villas de santa fe;7;21/12/2018;3000000
65;mujer;comercio;comercio;gerona - boston;10;11/5/2016;3000000
36;#N/A;produccion;carpinteria y ebanisteria;santa cruz;2;5/9/2017;4000000
62;mujer;comercio;comercio;castilla;5;22/1/2016;3000000
64;mujer;comercio;venta de alimentos;castilla;5;18/11/2017;7377000
65;mujer;comercio;tiendas - venta de alimentos;castilla;5;9/11/2018;5000000
64;mujer;comercio;ventas diversas;carpinelo;1;23/1/2019;8000000
53;mujer;comercio;ventas diversas;boston;10;24/8/2018;4500000
54;mujer;comercio;ventas diversas;la sierra;8;24/9/2018;5000000
54;mujer;comercio;tiendas - venta de alimentos;manrique oriental;3;22/5/2018;6000000
52;mujer;produccion;confecciones;la colinita;15;16/5/2018;6700000
52;mujer;produccion;confecciones;popular;1;27/8/2018;4000000
45;mujer;comercio;comercio;milagrosa;9;22/1/2016;2000000
47;mujer;produccion;confecciones;llanaditas;8;14/3/2018;6000000
43;mujer;produccion;agricultura - ganaderia;palmitas;50;26/2/2018;6000000
41;mujer;servicios;belleza y estetica;manrrique santa ines;4;18/8/2017;5000000
41;mujer;comercio;comercio;aranjuez;4;12/8/2016;4000000
44;mujer;produccion;confecciones;aranjuez;4;26/10/2018;5000000
44;mujer;servicios;alquileres;13 de noviembre altos de la torre;8;24/9/2018;1000000
55;mujer;comercio;comercio;manrique central;4;10/11/2016;2000000
54;mujer;comercio;ventas diversas;robledo;7;25/10/2018;2500000
55;mujer;produccion;confecciones;san javier;13;26/2/2018;2000000
64;mujer;produccion;fabricacion de bolsos;florencia;5;6/2/2019;8000000
69;mujer;produccion;confecciones;buenos aires;9;24/4/2017;3000000
71;mujer;produccion;confecciones;buenos aires;;11/3/2019;2000000
62;mujer;comercio;ventas diversas;candelaria;10;17/7/2018;1000000
21;mujer;comercio;ventas diversas;manrrique la salle;4;6/9/2017;3000000
67;mujer;produccion;fabricación de bolsas;robledo quennedy;6;17/4/2018;5000000
71;mujer;comercio;venta por catalogo;aranjuez;4;12/7/2018;782000
57;mujer;comercio;venta de alimentos;belen aguas frias;16;20/11/2017;3000000
60;mujer;produccion;produccion;robledo kennedy;7;22/1/2016;4500000
50;mujer;comercio;ventas diversas;castilla;5;13/10/2017;2000000
53;mujer;comercio;comercio;belalcazar;5;29/10/2016;4000000
54;mujer;comercio;venta de alimentos;belalcazar;5;14/12/2017;5000000
48;mujer;comercio;venta de comidas preparadas;doce octubre;6;19/4/2017;3500000
57;mujer;comercio;venta de alimentos;aranjuez;4;13/10/2017;6000000
59;mujer;comercio;tienda;aranjuez;;15/3/2019;8281000
57;mujer;comercio;tiendas - venta de alimentos;robledo kenedy;7;29/1/2019;5000000
57;mujer;produccion;fabricación de bolsas;santa cruz;2;15/5/2018;2000000
46;mujer;produccion;confecciones;doce de octubre;6;30/1/2017;6000000
50;mujer;comercio;ventas diversas;andalucia;1;25/1/2018;3000000
49;hombre;comercio;comercio;llanadas;90;14/4/2016;3500000
54;mujer;comercio;variedades mary;andalucia la francia;;15/4/2019;3000000
43;mujer;comercio;venta de alimentos;nuevo occidente;13;14/12/2017;4000000
39;mujer;comercio;comercio;centro;4;22/4/2016;2500000
42;mujer;comercio;ventas diversas;jardin;4;20/2/2019;2500000
59;mujer;comercio;comercio;buenos aires;9;21/10/2016;3000000
;mujer;produccion;manualidades;la pradera;13;9/3/2017;4500000
60;mujer;comercio;venta de alimentos;brisas de robledo;7;20/11/2017;2000000
56;mujer;comercio;tiendas - venta de alimentos;llanadas;8;21/5/2018;4000000
50;mujer;servicios;servicios;aranjuez;4;23/3/2016;5000000
48;mujer;servicios;servicios;belen fatima;90;28/11/2016;6000000
52;mujer;comercio;venta de comidas preparadas;llanaditas;8;22/8/2017;7000000
49;mujer;comercio;comercio;prado centro;4;10/11/2016;6890000
45;mujer;servicios;servicios;belen rincon;90;10/11/2016;5000000
32;mujer;servicios;servicios;robledo;7;21/10/2016;5000000
34;mujer;comercio;venta de comidas preparadas;robledo;7;21/2/2018;6000000
51;mujer;comercio;venta de comidas preparadas;robledo kenedy;6;17/2/2017;4000000
50;mujer;produccion;confecciones;robledo kennedy;6;15/8/2018;4500000
63;mujer;comercio;ventas diversas;robledo;7;10/8/2018;2500000
61;mujer;comercio;comercio;robledo;7;19/12/2016;6890000
55;mujer;comercio;ebanisteria;belencito;13;12/7/2018;5000000
64;mujer;comercio;venta de alimentos;carpinelo;1;23/2/2017;3300000
65;mujer;comercio;venta de comidas preparadas;la iguanaá;7;7/9/2018;4000000
39;mujer;comercio;comercio;robledo;7;14/6/2016;4000000
38;mujer;produccion;fabricacion de calzado;12 de octubre;6;21/6/2017;3000000
33;mujer;produccion;fabricacion de calzado;san cristobal;60;11/7/2017;7000000
37;mujer;comercio;venta de comidas preparadas;enciso;8;19/12/2017;4000000
32;mujer;comercio;comercio;manrique;4;17/6/2016;6000000
62;mujer;produccion;confecciones;doce de octubre;6;16/5/2018;7500000
58;mujer;comercio;comercio;santo domingo;1;19/12/2016;1200000
60;mujer;comercio;tiendas - venta de alimentos;santo domingo;1;21/9/2018;3000000
51;mujer;produccion;produccion;san cristobal;60;22/1/2016;4000000
53;mujer;comercio;tiendas - venta de alimentos;san cristobal;60;17/7/2018;4000000
53;mujer;comercio;venta de comidas preparadas;villa hermosa;8;16/1/2018;4000000
58;mujer;produccion;confecciones;santa cruz;2;14/3/2018;6000000
51;mujer;comercio;ventas diversas;toscana;5;19/12/2017;800000
52;mujer;comercio;ventas diversas;toscana;5;24/10/2018;2000000
66;mujer;comercio;ventas diversas;cundinamarca-pichincha;10;14/6/2018;4000000
52;mujer;comercio;venta por catalogo;caicedo;9;14/12/2017;4000000
52;mujer;produccion;confecciones;santo domingo;1;21/11/2017;7377000
54;mujer;servicios;belleza y estetica;aranjuez;4;27/2/2017;5000000
50;mujer;comercio;manualidades;aranjuez;4;13/2/2017;4000000
53;mujer;comercio;ventas diversas;manrique honda;3;26/1/2018;4000000
45;mujer;comercio;comercio;santander;6;22/3/2016;6000000
44;mujer;produccion;confecciones;corregimiento altavista;16;14/12/2017;4000000
38;mujer;produccion;confecciones;robledo diamante;7;6/6/2017;6000000
51;mujer;produccion;confecciones;popular#2;1;11/7/2017;5000000
38;mujer;comercio;comercio;aranjuez palermo;4;29/8/2016;3500000
40;mujer;comercio;comercio;nuevo occidente;60;17/6/2016;3000000
38;mujer;produccion;produccion;manrique  central;4;19/8/2016;3600000
40;mujer;produccion;mi fondita - comidas rapidas;manrque central;;11/3/2019;5000000
52;mujer;comercio;comercio;santander;6;22/1/2016;3000000
57;mujer;servicios;entretenimiento;doce de octubre;6;19/5/2017;5000000
55;mujer;servicios;servicios;robledo miramar;7;22/1/2016;6000000
61;mujer;comercio;ventas diversas;picacho el triunfo;6;12/4/2018;6000000
60;mujer;comercio;comercio;caicedo;9;10/6/2016;4000000
70;mujer;comercio;comercio;manrique;4;30/6/2016;3000000
62;mujer;comercio;ventas diversas;el salvador;9;19/12/2017;3000000
;mujer;comercio;venta de alimentos;8 de marzo;9;15/3/2017;7000000
58;mujer;comercio;venta por catalogo;buenos aires;9;19/2/2018;2000000
59;mujer;servicios;publicidad - comunicaciones;granizal;1;24/8/2018;2500000
