edad;sexo;actividad;descripcion_de_actividad;barrio;comuna;fecha;monto
41;hombre;comercio;comercio;campovaldes;4;24/5/2016;6200000
43;hombre;comercio;tiendas - venta de alimentos;campovaldes;4;27/4/2018;7800000
63;hombre;comercio;ventas diversas;la gloria;16;12/1/2018;1600000
63;hombre;comercio;tiendas - venta de alimentos;belen sanbernardo;16;21/9/2018;2400000
60;hombre;comercio;ventas de alimentos;granizal;1;26/12/2018;5000000
63;hombre;produccion;produccion;picachito;6;14/6/2016;4000000
56;hombre;comercio;comercio;barrios jesus;9;23/8/2016;4000000
52;hombre;comercio;venta de alimentos;juan pablo;9;17/2/2017;3000000
53;hombre;comercio;tiendas - venta de alimentos;buenos aires;9;14/8/2018;4500000
47;hombre;comercio;comercio;la divisa;13;17/2/2016;6600000
36;hombre;comercio;tiendas - venta de alimentos;manrique la salle;4;13/6/2018;5000000
38;hombre;produccion;confecciones;san jose la cima;3;22/1/2019;4000000
35;hombre;comercio;ventas diversas;santa cruz;2;22/9/2017;6500000
52;hombre;comercio;artesanias - manualidades;robledo margaritas;7;20/4/2018;2500000
45;hombre;produccion;confecciones;eduardo santos;13;6/10/2017;5000000
44;hombre;comercio;tiendas - venta de alimentos;pajarito-san cristobal;60;13/6/2018;5000000
36;hombre;comercio;comercio;alfonso lopez;5;30/6/2016;5000000
57;hombre;comercio;ventas diversas;industriales;16;13/10/2017;1500000
58;hombre;comercio;ventas diversas;industriales;16;7/9/2018;3000000
61;hombre;comercio;comercio;la pradera;13;24/11/2016;6000000
63;hombre;comercio;ventas diversas;la pradera;13;15/8/2018;7800000
62;hombre;produccion;ventas diversas;belencito;13;7/12/2018;6000000
60;hombre;comercio;comercio;niquitao;10;16/2/2016;5000000
62;hombre;servicios;mantenimiento;niquitao;10;17/4/2018;6000000
62;hombre;produccion;produccion;vr la loma;80;22/1/2016;5000000
61;hombre;produccion;produccion;la iguana;7;23/11/2016;2500000
60;hombre;comercio;ventas diversas;moravia;4;11/5/2018;4000000
58;hombre;produccion;confecciones;caicedo la libertad;9;16/8/2018;5000000
59;hombre;comercio;tiendas - venta de alimentos;moravia;4;16/8/2018;1200000
56;hombre;comercio;ventas diversas;cristo rey;15;8/8/2017;6000000
56;hombre;comercio;ventas diversas;caribe;5;11/5/2018;6000000
56;hombre;comercio;venta de comidas preparadas;guayabal;15;16/7/2018;7800000
55;hombre;comercio;ventas diversas;centro;10;13/6/2018;3500000
54;hombre;comercio;ventas diversas;estadio;11;15/1/2018;4000000
50;hombre;comercio;comercio;san pablo;1;21/9/2016;2000000
37;hombre;comercio;ventas diversas;caicedo;9;29/1/2019;5000000
61;hombre;produccion;confecciones;san antonio de prado;80;11/5/2018;2500000
65;hombre;comercio;viveros;los mangos;8;15/12/2017;7300000
63;hombre;comercio;venta de comidas preparadas;popular;1;14/3/2018;4000000
60;hombre;comercio;comercio;enciso;8;16/4/2016;690000
61;hombre;comercio;venta de comidas preparadas;enciso;8;16/2/2017;4000000
62;hombre;comercio;venta de comidas preparadas;enciso;8;23/11/2018;5000000
;hombre;servicios;mantenimiento;robledo;7;2/3/2017;7370000
63;hombre;servicios;construcion;aranjuez;4;13/12/2017;1000000
64;hombre;comercio;construcción;aranjuez;4;26/10/2018;2300000
;hombre;produccion;panaderia;popular;1;15/3/2017;3000000
53;hombre;comercio;comercio;popular;1;17/5/2016;6000000
55;hombre;comercio;ventas diversas;popular;1;8/6/2018;6000000
56;mujer;comercio;ventas diversas;robledo villa flora;7;8/11/2018;4600000
53;hombre;servicios;servicios;robledo parque;7;16/8/2016;4000000
54;hombre;servicios;mantenimiento;robledo;7;19/12/2017;6000000
53;hombre;produccion;ebanisteria;san javier;13;20/11/2017;7377000
55;hombre;comercio;artesanias - manualidades;belen las violetas;16;17/10/2018;781242
53;hombre;servicios;mantenimiento;manrique;4;26/9/2018;4000000
51;hombre;comercio;ventas diversas;centro;10;6/10/2017;4000000
52;hombre;comercio;ventas diversas;belen;16;11/9/2018;1500000
53;hombre;produccion;produccion;;;14/4/2016;5000000
53;hombre;comercio;ventas diversas;candelaria;10;8/6/2018;5000000
52;hombre;comercio;tiendas - venta de alimentos;la suiza;50;7/2/2019;828116
34;hombre;servicios;belleza y estetica;la aurora;90;18/4/2017;5000000
33;hombre;servicios;servicios;la pradera;13;23/5/2016;6890000
35;hombre;comercio;estampación;la pradera;13;30/8/2018;7000000
35;hombre;comercio;porcicultura y/o avicultura;carpinelo;1;26/12/2018;4650000
53;hombre;comercio;tiendas - venta de alimentos;doce de octubre;6;12/6/2018;7000000
33;hombre;produccion;confecciones;sucre boston;8;11/5/2018;3000000
40;hombre;comercio;venta de alimentos;popular;1;22/9/2017;5000000
56;hombre;comercio;ventas diversas;robledo;7;9/10/2018;800000
60;hombre;comercio;ventas diversas;parque de guadalupe;1;26/11/2018;1500000
49;hombre;comercio;venta de comidas preparadas;campo valdes;4;16/8/2018;2000000
37;mujer;produccion;produccion;catalunia;9;16/2/2016;1500000
34;hombre;comercio;ventas diversas;boston;10;15/5/2018;2500000
58;hombre;comercio;ventas diversas;la valladera;10;14/8/2018;3000000
50;hombre;comercio;tienda de mascotas;la milagrosa;9;20/6/2017;6000000
46;hombre;comercio;tienda de mascotas;caicedo;9;19/7/2017;6000000
53;hombre;comercio;venta de alimentos;colinas de enciso;8;14/12/2017;3500000
44;hombre;comercio;ventas diversas;caicedo;9;16/7/2018;7800000
43;hombre;comercio;comercio;granizal;1;21/6/2016;6890000
55;hombre;comercio;comercio;manrique;3;16/2/2016;5000000
49;hombre;comercio;tiendas - venta de alimentos;suramericana;11;16/1/2018;7377000
46;mujer;comercio;venta de alimentos;san javier;13;18/8/2017;4000000
47;hombre;comercio;tiendas - venta de alimentos;san javier;13;18/7/2018;6000000
53;hombre;comercio;comercio;miranda;4;15/12/2016;6890000
52;hombre;comercio;venta de alimentos;la milagrosa;9;13/10/2017;7000000
55;hombre;comercio;ventas diversas;santo domingo;1;9/10/2018;2000000
49;hombre;servicios;servicios;popular 2;1;26/8/2016;6000000
51;hombre;servicios;mantenimiento;popular 2;1;12/6/2018;7800000
49;hombre;comercio;ventas diversas;centro;10;18/4/2017;4000000
50;hombre;comercio;ventas diversas;centro;10;27/8/2018;6000000
40;hombre;comercio;tiendas - venta de alimentos;loreto;9;12/7/2018;4500000
50;hombre;comercio;comercio;las palmas san cristobal;60;15/11/2016;2000000
57;hombre;comercio;comercio;pablo vi;2;24/8/2016;5000000
59;hombre;comercio;tiendas - venta de alimentos;pablo vi;2;30/1/2018;5000000
50;hombre;comercio;venta de alimentos;caicedo;9;5/8/2017;7377170
42;hombre;produccion;panaderia;colinas de calasanz;12;17/5/2017;7377000
37;hombre;comercio;venta de comidas preparadas;buenos aires;9;22/2/2018;4000000
56;hombre;comercio;venta de alimentos;san antonio de prado;80;11/1/2017;2000000
58;hombre;comercio;ventas diversas;san antonio de prado;80;17/4/2018;7000000
47;hombre;servicios;servicios;barrio triste;10;22/1/2016;4500000
52;hombre;comercio;venta de alimentos;santa cecilia;4;20/11/2017;4000000
44;hombre;produccion;produccion;robledo miramar;7;22/9/2016;6000000
44;hombre;comercio;comercio;medellin;4;22/8/2016;6800000
43;hombre;servicios;mantenimiento;doce de octubre;6;10/8/2018;6000000
41;hombre;comercio;tiendas - venta de alimentos;alejandro echavarria;9;18/4/2018;7800000
39;hombre;comercio;tiendas - venta de alimentos;la aurora;60;21/5/2018;6000000
60;hombre;comercio;ventas diversas;aranjuez;4;23/6/2017;7377170
24;hombre;comercio;ventas diversas;cristo rey;15;19/7/2017;5000000
47;hombre;produccion;confecciones;la isla;2;11/1/2017;4000000
37;mujer;servicios;servicios;la aurora;7;19/12/2016;6000000
34;hombre;servicios;servicios;olaya;7;15/11/2016;6800000
59;hombre;comercio;venta de alimentos;manrique;3;19/4/2017;5000000
57;hombre;comercio;venta de comidas preparadas;la playita;5;14/2/2017;7377170
52;hombre;comercio;comercio;pinar;1;13/10/2016;6000000
47;hombre;comercio;venta de alimentos;moravia;4;18/4/2017;6000000
40;hombre;comercio;ventas diversas;santo doingo;1;16/8/2018;5000000
48;hombre;servicios;mantenimiento;robledo la campiña;7;7/9/2018;4000000
47;hombre;comercio;comercio;manrique o;3;23/11/2016;6890000
43;hombre;comercio;ventas diversas;popular # 1;1;25/1/2018;5000000
42;hombre;produccion;confecciones;las palmas;10;16/8/2018;6000000
42;hombre;comercio;ventas diversas;santo domingo;1;17/4/2018;7500000
57;hombre;comercio;comercio;aranjuez;4;13/12/2016;3000000
59;hombre;comercio;venta de comidas preparadas;aranjuez;4;12/6/2018;4000000
44;hombre;comercio;venta de alimentos;centro;4;25/1/2017;6000000
37;hombre;comercio;estampación;san pedro;4;15/6/2018;4000000
34;hombre;produccion;produccion;robledo;7;21/5/2016;5000000
36;hombre;comercio;venta de comidas preparadas;robledo cordoba;7;15/1/2018;7300000
38;hombre;comercio;venta de alimentos;12  de octubre;6;19/4/2017;7300000
37;hombre;comercio;ventas diversas;el bosque moravia;4;12/7/2018;2250000
60;mujer;comercio;tiendas - venta de alimentos;santo domingo;1;24/8/2018;785000
41;hombre;comercio;mantenimiento;la casada;60;14/11/2018;4000000
38;hombre;comercio;comercio;la francia;2;22/3/2016;6890000
39;hombre;comercio;ventas diversas;andalucia;1;22/6/2017;7377170
63;hombre;comercio;ventas diversas;andalucia;2;19/7/2017;6000000
40;hombre;comercio;ventas diversas;playon;2;24/8/2018;7800000
39;hombre;produccion;porcicultura y/o avicultura;san cristobal;60;27/6/2017;1.00E+07
60;hombre;produccion;porcicultura y/o avicultura;pradera parte baja;13;12/7/2017;7300000
39;hombre;comercio;comercio;popular;1;29/10/2016;6000000
42;hombre;comercio;ventas diversas;popular;1;13/2/2019;8200000
40;hombre;comercio;ventas diversas;limonar 2;80;17/4/2018;1500000
39;hombre;servicios;servicios;santo domingo;0;11/5/2016;6890000
40;hombre;produccion;confecciones;santo domingo;1;20/2/2018;6890000
40;hombre;comercio;comercio;el socorro;13;14/12/2016;5000000
42;hombre;comercio;tiendas - venta de alimentos;el socorro;13;24/11/2018;7500000
40;hombre;comercio;ventas de alimentos;la honda versalles;3;11/12/2018;3000000
65;hombre;comercio;venta de comidas preparadas;12 de octube;6;21/9/2017;6000000
37;hombre;produccion;produccion;belen san bernardo;16;22/1/2016;4000000
38;hombre;produccion;confecciones;el triunfo;6;19/4/2017;6200000
40;hombre;comercio;venta de comidas preparadas;manrique;4;12/2/2019;4000000
38;hombre;servicios;belleza y estetica;tejelo;5;22/6/2017;7300000
21;hombre;servicios;belleza y estetica;buenos aires;9;11/7/2017;6000000
39;hombre;comercio;tiendas - venta de alimentos;el playon de los comuneros;2;29/8/2018;5000000
42;hombre;comercio;tiendas - venta de alimentos;andalucia;2;23/11/2018;7800000
39;hombre;comercio;venta de comidas preparadas;buenos aires;9;25/9/2018;3000000
38;hombre;comercio;venta de comidas preparadas;villa hermosa;8;23/4/2018;3000000
36;hombre;produccion;produccion;centro;10;22/1/2016;6400000
39;hombre;servicios;confecciones;la francia;2;27/11/2018;5000000
39;hombre;comercio;ventas diversas;caicedo;9;23/8/2018;2000000
39;hombre;comercio;ventas diversas;pedregal;6;26/9/2018;5000000
39;hombre;comercio;fabricación de calzado;robledo pajarito;7;8/11/2018;5000000
31;hombre;servicios;belleza y estetica;robledo villa sofia;7;21/9/2017;3000000
35;hombre;comercio;comercio;san javier;13;16/2/2016;2500000
37;hombre;comercio;ventas diversas;20 de julio;13;21/11/2017;6000000
36;hombre;comercio;comercio;centro;10;16/8/2016;6890000
36;hombre;comercio;comercio;florencia;5;19/12/2016;6890000
37;hombre;comercio;ventas diversas;andalucia;1;22/5/2017;5000000
38;hombre;comercio;ventas diversas;andalucia;1;16/7/2018;7800000
36;hombre;comercio;ventas diversas;pablo vi;2;19/5/2017;5000000
36;hombre;comercio;estampacion;san diego;10;13/10/2017;5000000
37;hombre;produccion;ebanisteria;castilla;5;5/8/2017;3000000
36;hombre;servicios;mantenimiento;robledo parque;7;14/12/2017;1.80E+07
33;hombre;comercio;litografia;los cerros;9;22/5/2017;4000000
42;hombre;produccion;confecciones;robledo aures;7;15/5/2018;6000000
40;hombre;produccion;confecciones;triste;10;18/4/2017;7000000
35;hombre;servicios;servicios;la aurora;60;14/4/2016;4000000
36;hombre;servicios;belleza y estetica;la aurora;60;22/5/2017;7300000
33;hombre;servicios;servicios;moravia;4;16/12/2016;6000000
37;hombre;comercio;almacen de repuestos de motos;santa cruz;;11/3/2019;8200000
34;hombre;servicios;servicios;aranjuez;4;24/10/2016;1500000
35;hombre;produccion;confecciones;aranjuez;4;19/12/2017;1500000
35;hombre;comercio;ventas diversas;robledo;7;19/12/2017;6000000
36;hombre;produccion;fabricacion de calzado;buenos aires;9;17/5/2017;3000000
34;mujer;comercio;comercio;florencia;6;14/4/2016;4000000
36;mujer;servicios;mantenimiento;florencia;6;14/4/2018;7800000
34;hombre;comercio;comercio;palo blanco;8;11/5/2016;5000000
36;hombre;comercio;ventas diversas;palo blanco;8;12/1/2018;5000000
36;hombre;comercio;comercio;palmitas;50;21/9/2016;3200000
37;hombre;servicios;el ghetto records;castilla;;19/3/2019;4000000
34;hombre;comercio;comercio;prado centro;10;16/8/2016;6890000
36;hombre;comercio;ventas diversas;prado centro;10;16/7/2018;7800000
35;hombre;servicios;belleza y estetica;pedregal;6;13/10/2017;6000000
36;hombre;comercio;ventas diversas;san joaquin;11;15/5/2018;3000000
34;hombre;servicios;servicios;20 de julio;13;12/9/2016;6890000
35;hombre;comercio;venta de comidas preparadas;belen las playas;16;19/2/2018;7300000
35;hombre;produccion;confecciones;san cristobal la aurora;60;21/3/2018;4000000
36;hombre;comercio;ventas diversas;popular # 2.;1;26/9/2018;4000000
35;hombre;comercio;venta de comidas preparadas;aranjuez;4;22/5/2017;5000000
37;hombre;comercio;alquileres;robledo el diamante;7;8/11/2018;6000000
35;hombre;servicios;mantenimiento;caicedo;9;20/6/2017;4000000
23;hombre;servicios;mantenimiento;san javier;13;19/7/2017;6000000
35;hombre;comercio;venta de comidas preparadas;santander;6;8/6/2018;3000000
36;hombre;comercio;ventas diversas;junin centro;10;24/8/2018;2500000
41;hombre;servicios;mantenimiento;la pradera;13;10/8/2018;5000000
;hombre;comercio;venta de comidas preparadas;manrique;4;13/3/2017;6500000
34;hombre;comercio;comercio;aranjuez;4;15/11/2016;5200000
34;#N/A;comercio;venta de comidas rapidas;centro;10;18/4/2017;2000000
35;#N/A;comercio;comercio;centro;10;15/12/2017;4000000
35;hombre;comercio;venta de alimentos;boyaca las brisas;5;20/11/2017;7000000
35;hombre;comercio;tiendas - venta de alimentos;castilla;5;25/1/2018;3000000
36;mujer;comercio;ventas diversas;la pradera;80;22/8/2017;7000000
35;hombre;produccion;produccion;san antonio de prado;80;29/8/2016;1.30E+07
37;hombre;produccion;agricultura - ganaderia;san antonio de prado;80;17/8/2018;1.55E+07
63;hombre;comercio;ventas diversas;belen;16;21/9/2017;7000000
35;hombre;servicios;servicios;belen;90;26/8/2016;6000000
35;hombre;comercio;venta de alimentos;campo valdes;4;13/2/2017;5000000
;hombre;servicios;entretenimiento;aranjuez;4;13/3/2017;5000000
37;hombre;servicios;btl eventos;aranjuez;;16/4/2019;6000000
36;hombre;comercio;ventas diversas;el pesebre;13;9/10/2018;5000000
;hombre;produccion;porcicultura y/o avicultura;san cristobal;60;21/3/2017;7377170
34;hombre;comercio;comercio;manrique;3;12/5/2016;4000000
35;hombre;comercio;venta de comidas preparadas;manrrique oriental;3;23/11/2017;6500000
35;hombre;comercio;tiendas - venta de alimentos;buenos aires;9;26/1/2018;5000000
36;hombre;servicios;corporacion;bombona;10;9/8/2018;3000000
36;hombre;comercio;venta de comidas preparadas;prado centro;10;27/9/2018;1500000
34;hombre;produccion;marroquineria;centro;10;18/4/2017;5000000
36;hombre;comercio;ventas diversas;caicedo;9;21/2/2018;4500000
36;hombre;comercio;reciclaje;manrique;3;7/2/2019;6500000
33;hombre;servicios;servicios;manrique guadalupe;1;14/6/2016;3000000
36;hombre;comercio;ventas diversas;granizal;1;26/10/2018;1500000
35;hombre;produccion;cultivos;vereda la cuchilla;60;18/12/2017;5000000
51;hombre;comercio;ebanisteria;san cristobal 4 esquinas;60;17/4/2018;1000000
32;hombre;servicios;servicios;barrio antioquia;16;16/12/2016;6890000
31;hombre;comercio;comercio;42571;13;22/4/2016;6500000
33;hombre;servicios;fotografia;42936;13;20/11/2017;7377000
31;hombre;comercio;comercio;villatina;8;10/11/2016;4000000
35;hombre;comercio;venta de comidas preparadas;caicedo;9;8/11/2018;4650000
;hombre;comercio;ventas diversas;florencia;5;13/3/2017;7300000
37;hombre;comercio;ventas diversas;san javier;13;14/10/2017;7370000
39;hombre;servicios;mantenimiento;granizal;1;8/10/2018;4000000
39;hombre;produccion;confecciones;enciso 13 de noviembre;8;23/10/2018;4000000
36;hombre;comercio;comercio;el salado;13;10/6/2016;6000000
37;hombre;servicios;belleza y estetica;juan 23;13;14/10/2017;7370000
37;hombre;comercio;venta de comidas preparadas;villahermosa;8;23/1/2017;3500000
38;hombre;produccion;fabricación estructuras metalicas;villahermosa;8;19/6/2018;7000000
56;hombre;comercio;ventas diversas;estadio;11;14/12/2017;1000000
39;hombre;produccion;agricultura - ganaderia;vereda pajarito;60;9/10/2018;5000000
37;hombre;servicios;publicidad - comunicaciones;belen;16;26/1/2018;5000000
36;hombre;comercio;venta de comidas preparadas;belen san bernardo;90;16/1/2017;5200000
38;hombre;produccion;confecciones;manrique oriental;3;23/8/2018;4500000
35;hombre;comercio;comercio;san antonio de prado - barichara;80;22/1/2016;6400000
38;hombre;comercio;ventas diversas;belen rodeo alto;16;28/8/2018;3000000
36;hombre;produccion;produccion;campo valdes;4;14/3/2016;5000000
36;hombre;comercio;comercio;limonar 1;80;24/5/2016;6400000
37;hombre;produccion;produccion;palace - amador;4;11/10/2016;4000000
38;hombre;servicios;belleza y estetica;el bosque;4;13/6/2018;4500000
38;hombre;produccion;confecciones;sto domingo;1;13/6/2018;2500000
39;hombre;comercio;ventas diversas;manrique central;4;17/4/2018;4000000
36;hombre;comercio;comercio;las esmeraldas;4;16/8/2016;6890000
36;hombre;comercio;comercio;el corazon;90;29/8/2016;5000000
38;hombre;comercio;ventas diversas;manrique central;4;9/8/2018;3500000
37;hombre;comercio;ventas diversas;robledo aures;7;17/10/2017;7377000
36;hombre;comercio;ventas diversas;centro;10;18/4/2017;1500000
38;hombre;comercio;ventas diversas;centro;10;22/8/2018;5000000
36;hombre;comercio;venta de comidas preparadas;la soleda calasanz;12;6/10/2017;6000000
39;hombre;produccion;produccion;doce  de octubre 1;6;22/8/2016;5500000
39;hombre;comercio;comercio;kennedy;7;21/6/2016;4000000
41;hombre;comercio;ventas diversas;prado centro;10;28/11/2018;2000000
40;hombre;servicios;mantenimiento;alpujarra;10;20/11/2017;2500000
39;hombre;comercio;venta de alimentos;robledo;7;23/11/2017;7300000
40;hombre;comercio;ebanisteria;las granjas;3;8/10/2018;3500000
;hombre;produccion;porcicultura y/o avicultura;san cristobal;60;23/3/2017;5000000
40;hombre;produccion;mantenimiento;san cristobal;60;23/11/2018;7800000
38;hombre;comercio;comercio;castilla;5;10/11/2016;3500000
40;hombre;comercio;venta de comidas preparadas;san javier;13;9/8/2018;1500000
39;hombre;servicios;mantenimiento;manrrique;4;20/11/2017;3500000
41;hombre;servicios;montallantas  cotorra;manrique;;20/4/2019;7000000
39;hombre;comercio;ventas diversas;picacho;6;6/10/2017;5000000
38;hombre;servicios;servicios;aranjuez;4;18/7/2016;3000000
39;hombre;produccion;fabricacion de metalmecanica;aranjuez;4;14/10/2017;7377000
40;hombre;comercio;tiendas - venta de alimentos;barrio colombia;14;22/2/2018;3500000
42;hombre;produccion;confecciones;llanadas;8;9/1/2019;4000000
39;hombre;comercio;ventas diversas;centro;10;19/12/2017;7370000
39;hombre;comercio;ventas diversas;doce de octubre;6;20/11/2017;7300000
38;hombre;produccion;confecciones;robledo;7;13/10/2017;7377000
40;hombre;comercio;ventas diversas;centro la paz minorista;10;24/9/2018;2300000
36;hombre;comercio;estampacion;manrrique la salle;4;21/9/2017;7370000
37;hombre;servicios;servicios;belencito villa laura;13;16/2/2016;5000000
40;hombre;produccion;ventas diversas;barrios unidos;3;11/12/2018;4350000
39;hombre;comercio;venta de alimentos;villa  guadalupe;1;10/2/2017;7300000
41;hombre;comercio;venta de productos de la canasta familiar;villa  guadalupe;;12/4/2019;8281000
;hombre;comercio;ventas diversas;belen fatima;16;13/3/2017;1500000
37;hombre;comercio;comercio;buenos aires;9;16/2/2016;6000000
33;hombre;servicios;belleza y estetica;enciso;8;6/10/2017;4000000
35;hombre;produccion;fabricación productos de aseo;chagualo;10;15/1/2018;7377000
34;hombre;comercio;comercio;barrio triste;10;13/12/2016;6890000
34;hombre;servicios;servicios;loreto;9;12/9/2016;5000000
33;hombre;comercio;comercio;enciso;8;18/5/2016;2.70E+07
43;hombre;servicios;mantenimiento;manrique oriental;3;24/8/2018;4600000
35;hombre;produccion;confecciones;popular # 2;1;19/12/2017;6500000
36;hombre;produccion;confecciones;santo domingo;1;15/1/2019;2000000
33;hombre;comercio;comercio;bello oriente;1;16/6/2016;6890000
36;hombre;comercio;ventas diversas;bello oriente;1;8/9/2018;7800000
34;hombre;servicios;entretenimiento;san javeir;13;11/1/2017;6200000
;#N/A;comercio;;;;14/8/2017;6000000
35;hombre;comercio;venta de comidas preparadas;13 de noviembre;8;16/5/2018;3000000
33;hombre;comercio;comercio;campo valdes;4;30/6/2016;6890000
35;hombre;comercio;ebanisteria;la pola vieja;7;14/6/2018;7800000
33;hombre;servicios;mantenimiento;belen las playas;16;30/1/2017;4000000
33;hombre;servicios;entretenimiento;vereda manzanillo belen;16;24/2/2017;7000000
60;hombre;servicios;mantenimiento;castilla;5;6/9/2017;5500000
35;hombre;servicios;asesorias - capacitaciones;centro;10;17/4/2018;1.40E+07
34;hombre;comercio;venta de comidas preparadas;aranjuez;4;25/1/2018;4000000
32;hombre;servicios;servicios;la candelaria;10;22/3/2016;6000000
34;hombre;servicios;mantenimiento;la candelaria;10;26/2/2018;7800000
35;hombre;servicios;mantenimiento;san javier;13;23/4/2018;1.95E+07
34;hombre;servicios;eventos;buenos aires;9;14/12/2017;4000000
39;hombre;comercio;ebanisteria;santa margarita;7;14/6/2018;2000000
37;hombre;servicios;alquileres;robledo;7;13/6/2018;5000000
36;hombre;produccion;confecciones;castilla;5;6/6/2017;7377170
38;hombre;produccion;confecciones;centro;10;19/7/2017;6000000
35;hombre;produccion;produccion;manrique jardin;3;14/4/2016;4000000
35;hombre;servicios;servicios;centro la candelaria;10;25/5/2016;6890000
37;hombre;servicios;asesorias - capacitaciones;la candelaria;10;17/7/2018;7800000
35;hombre;servicios;servicios;centro;10;16/2/2016;6800000
36;hombre;comercio;ventas diversas;centro;10;27/2/2017;7377000
36;hombre;comercio;comercio;el yolombo;60;21/10/2016;6000000
36;hombre;comercio;ventas diversas;aranjuez;4;15/6/2017;7377170
68;hombre;comercio;ventas diversas;buenos aires;9;11/7/2017;4000000
38;hombre;comercio;pizzeria;centro;;29/3/2019;6500000
37;mujer;produccion;confecciones;san javier el socorro;13;27/9/2018;3000000
53;hombre;comercio;ventas diversas;san javier;13;21/9/2017;6000000
38;hombre;produccion;confecciones;san javier;13;16/8/2018;6000000
37;hombre;comercio;ventas diversas;la milagrosa;9;20/6/2017;7377170
22;hombre;comercio;ventas diversas;boyaca las brisas;5;19/7/2017;6000000
37;hombre;servicios;belleza y estetica;centro;10;13/7/2018;4000000
37;hombre;servicios;mantenimiento;girardot;5;20/11/2017;5000000
35;hombre;comercio;comercio;centro;4;26/8/2016;2000000
36;hombre;comercio;ventas diversas;centro;10;23/10/2017;2000000
36;hombre;servicios;mantenimiento;castilla;5;22/2/2017;7200000
37;hombre;servicios;mantenimiento;castilla;5;24/10/2018;7800000
;hombre;comercio;venta de comidas preparadas;andalucia la francia;1;17/3/2017;7377170
35;hombre;servicios;servicios;boston;8;29/8/2016;2000000
37;hombre;comercio;ventas diversas;boston;8;30/1/2018;2500000
37;hombre;comercio;venta de alimentos;manrrique central;4;22/8/2017;5000000
35;hombre;comercio;comercio;villa del socorro;2;25/11/2016;6890000
35;hombre;servicios;servicios;belen;16;19/12/2016;6000000
37;hombre;comercio;venta de comidas preparadas;belen;16;24/10/2018;7000000
35;hombre;comercio;comercio;san javier;13;22/8/2016;5000000
37;hombre;comercio;venta de comidas preparadas;plazita de flores;10;28/8/2018;2000000
;hombre;produccion;fabricacion de calzado;santa cruz;2;10/3/2017;7377170
35;hombre;comercio;comercio;robledo;7;23/9/2016;6890000
36;hombre;servicios;servicios;santa cruz;2;22/9/2016;4000000
38;hombre;comercio;construcción;el compromisa;1;15/8/2018;3000000
35;hombre;servicios;servicios;la milagrosa;9;12/8/2016;2500000
21;mujer;comercio;estampacion;enciso el pinal;8;6/9/2017;3500000
37;mujer;produccion;confecciones;enciso el pinal;8;21/1/2019;7800000
36;hombre;produccion;ebanisteria;caicedo la libertad;9;14/12/2017;3000000
36;hombre;produccion;confecciones;la america;12;23/2/2018;4000000
35;hombre;comercio;comercio;b. aires;9;13/12/2016;6890000
36;hombre;servicios;mantenimiento;villa hermosa;8;22/1/2018;7377000
35;hombre;comercio;comercio;robledo primaveral;7;11/5/2016;4000000
36;hombre;servicios;mantenimiento;popular 1;1;16/1/2018;3000000
35;hombre;comercio;comercio;belen;90;16/8/2016;2000000
37;hombre;comercio;venta de comidas preparadas;belen rincon;16;22/8/2018;3000000
37;hombre;comercio;venta de comidas preparadas;manrique central;4;9/8/2018;3000000
37;hombre;comercio;ventas diversas;las palmas;10;16/8/2018;3000000
37;hombre;comercio;ventas diversas;buenos aires;9;15/8/2018;1700000
36;hombre;produccion;fabricacion de calzado;candelaria;10;14/12/2017;5000000
37;hombre;comercio;ventas diversas;manrique;4;25/2/2019;4650000
;hombre;comercio;venta de comidas preparadas;belen;16;13/3/2017;4500000
37;hombre;servicios;negocio de venta de frutas y salpicon;belen;;11/3/2019;8200000
35;hombre;comercio;comercio;miranda;4;13/12/2016;6500000
37;hombre;servicios;belleza y estetica;campo valdes;4;12/9/2018;4000000
36;hombre;servicios;entretenimiento;el playon;2;13/6/2018;6000000
48;hombre;produccion;confecciones;el playón;2;30/1/2017;4000000
46;hombre;comercio;ventas diversas;pajarito;60;16/4/2018;4000000
47;hombre;produccion;confecciones;manrique la cruz;3;18/4/2017;2200000
49;hombre;comercio;confeccion y estampacion;manrique la cruz;;20/4/2019;3300000
49;hombre;comercio;venta de alimentos;20 de julio;13;18/12/2017;4000000
35;hombre;comercio;tiendas - venta de alimentos;bello oriente;1;9/8/2018;800000
53;hombre;comercio;ventas diversas;toscana;5;28/2/2017;7377170
46;hombre;comercio;artesanias - manualidades;las independiencias;13;14/9/2018;2000000
;hombre;comercio;ventas diversas;moravia;4;22/3/2017;5000000
50;hombre;comercio;ventas diversas;los alamos;4;21/2/2019;7500000
47;hombre;comercio;venta de alimentos;centro;10;27/6/2017;4400000
43;hombre;comercio;venta de alimentos;plaza minorista;10;21/7/2017;7377170
54;hombre;servicios;servicios;horizontes;80;10/11/2016;6000000
42;hombre;produccion;produccion;vereda yarumalito;80;23/11/2016;1.37E+07
32;hombre;servicios;alquileres;robledo bello horizonte;7;17/4/2018;6000000
56;hombre;produccion;cultivos;san cristobal;60;15/12/2017;7300000
53;hombre;produccion;porcicultura y/o avicultura;san cristobal;60;20/6/2017;3000000
47;hombre;produccion;porcicultura y/o avicultura;popular 1.;1;14/7/2017;7000000
54;hombre;comercio;tiendas - venta de alimentos;san cristobal};60;23/10/2018;1.00E+07
